# Generated by Cross Validation Log[com.rapidminer.datatable.SimpleDataTable]
# Iteration	Execution Time	rounds	booster	sample_type	normalize_type	learning_type	max_depth	feature_selector	top_k	updater	AUC
651.0	9944.0	1.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
654.0	8686.0	100.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
655.0	8273.0	70.0	linear booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
653.0	10796.0	41.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
656.0	9113.0	21.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
659.0	8046.0	11.0	DART	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
658.0	8093.0	90.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
662.0	8312.0	11.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
660.0	8340.0	100.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
657.0	13013.0	11.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
664.0	8431.0	1.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
663.0	8574.0	11.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
661.0	11717.0	31.0	linear booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
667.0	7747.0	80.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
666.0	9926.0	51.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
665.0	11945.0	80.0	linear booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
669.0	8423.0	100.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
670.0	7478.0	21.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
671.0	7738.0	1.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
672.0	7091.0	21.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
668.0	10413.0	21.0	DART	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
673.0	6968.0	11.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
676.0	5880.0	90.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
674.0	7348.0	21.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
675.0	6679.0	41.0	linear booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
678.0	4275.0	90.0	linear booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
677.0	6163.0	60.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
680.0	4248.0	31.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
682.0	4770.0	31.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
681.0	5203.0	11.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
679.0	6998.0	1.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
684.0	5507.0	21.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
686.0	5665.0	31.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
685.0	6101.0	100.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
690.0	6099.0	41.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
689.0	6164.0	70.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
687.0	7814.0	51.0	linear booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
683.0	9371.0	31.0	DART	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
688.0	7059.0	100.0	linear booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
691.0	6189.0	41.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
692.0	6189.0	21.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
693.0	8183.0	11.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
696.0	6382.0	1.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
695.0	6818.0	41.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
694.0	8334.0	31.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
700.0	7356.0	41.0	DART	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
698.0	7412.0	80.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
699.0	7373.0	60.0	linear booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
697.0	7429.0	51.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
702.0	7707.0	51.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
703.0	9131.0	31.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
701.0	12815.0	1.0	DART	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
704.0	9511.0	21.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
705.0	9511.0	11.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
707.0	8539.0	41.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
711.0	8312.0	60.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
709.0	9707.0	90.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
708.0	9731.0	51.0	DART	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
713.0	9712.0	41.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
706.0	16851.0	51.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
710.0	13583.0	70.0	linear booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
712.0	12000.0	60.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
715.0	10114.0	31.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
717.0	10635.0	51.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
714.0	12485.0	11.0	DART	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
716.0	14678.0	21.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
718.0	12373.0	70.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
719.0	12258.0	100.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
721.0	10393.0	51.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
722.0	10437.0	60.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
723.0	11168.0	80.0	linear booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
724.0	11169.0	70.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
720.0	15164.0	60.0	DART	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
725.0	9531.0	41.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
726.0	10216.0	60.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
727.0	9887.0	21.0	DART	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
728.0	9959.0	31.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
730.0	8681.0	1.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	shotgun	true
732.0	7349.0	70.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
731.0	8784.0	60.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
733.0	7153.0	90.0	linear booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
734.0	7151.0	80.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
736.0	8147.0	51.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
737.0	7289.0	70.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
738.0	7419.0	31.0	DART	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
735.0	12242.0	70.0	DART	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
729.0	16886.0	80.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
739.0	9163.0	41.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
741.0	10861.0	80.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
744.0	10088.0	90.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
743.0	10098.0	100.0	linear booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
742.0	10103.0	70.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
740.0	12185.0	11.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	shotgun	true
745.0	12060.0	60.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
747.0	10886.0	41.0	DART	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
749.0	11988.0	90.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
746.0	16138.0	80.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
748.0	17267.0	80.0	DART	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
753.0	12396.0	1.0	DART	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
754.0	12393.0	80.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
752.0	12402.0	100.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
751.0	13683.0	90.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
755.0	13961.0	21.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	shotgun	true
757.0	13334.0	51.0	DART	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
750.0	21670.0	51.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
758.0	14494.0	100.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
759.0	14953.0	90.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
756.0	19554.0	70.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
762.0	12532.0	90.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
763.0	12617.0	1.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
761.0	12624.0	11.0	DART	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
760.0	12636.0	90.0	DART	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
764.0	16017.0	100.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
767.0	11769.0	60.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
765.0	17710.0	31.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	shotgun	true
766.0	15051.0	60.0	DART	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
769.0	12383.0	100.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
770.0	13471.0	80.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
774.0	12541.0	100.0	DART	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
773.0	12564.0	21.0	DART	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
771.0	12655.0	100.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
768.0	15569.0	1.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
772.0	13357.0	11.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
775.0	9517.0	1.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
776.0	8767.0	70.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
778.0	7526.0	70.0	DART	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
780.0	4930.0	90.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
779.0	7219.0	1.0	linear booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
784.0	5558.0	11.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
783.0	5602.0	1.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
781.0	6418.0	1.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
782.0	6657.0	31.0	DART	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
777.0	12389.0	41.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	shotgun	true
786.0	5679.0	11.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
788.0	5904.0	80.0	DART	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
785.0	8001.0	21.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
787.0	7813.0	80.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
789.0	7208.0	100.0	tree booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
790.0	6181.0	11.0	linear booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
792.0	6246.0	11.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
791.0	6258.0	21.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
793.0	6181.0	11.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
795.0	5695.0	51.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	shotgun	true
796.0	5755.0	21.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
794.0	6859.0	41.0	DART	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
799.0	5502.0	90.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
797.0	8676.0	90.0	DART	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
798.0	8523.0	31.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
801.0	5881.0	21.0	linear booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
803.0	5466.0	31.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
802.0	6733.0	21.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
808.0	5922.0	31.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
807.0	6140.0	60.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	shotgun	true
810.0	9280.0	51.0	DART	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
806.0	10518.0	21.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
814.0	7579.0	100.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
819.0	8107.0	41.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
821.0	8148.0	41.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
820.0	8167.0	31.0	linear booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
824.0	7069.0	1.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
823.0	7080.0	31.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
826.0	7456.0	70.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	shotgun	true
817.0	11399.0	100.0	DART	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
825.0	10275.0	41.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
829.0	6817.0	1.0	DART	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
830.0	6324.0	51.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
833.0	6099.0	11.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
834.0	6106.0	41.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
831.0	6496.0	51.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
828.0	9063.0	31.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
832.0	6814.0	41.0	linear booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
835.0	5719.0	21.0	DART	uniform	tree	0.09	6.0	shuffle	15.0	coord_descent	true
827.0	11226.0	60.0	DART	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
836.0	5601.0	1.0	tree booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
838.0	5700.0	11.0	DART	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
837.0	8558.0	51.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
842.0	5853.0	60.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
840.0	6420.0	21.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
839.0	6918.0	60.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
844.0	6363.0	51.0	linear booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
845.0	6353.0	31.0	DART	uniform	tree	0.09	6.0	shuffle	15.0	coord_descent	true
847.0	7829.0	11.0	tree booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
846.0	7856.0	70.0	DART	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
843.0	10042.0	41.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
841.0	12005.0	51.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
848.0	8759.0	21.0	DART	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
850.0	10154.0	70.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
853.0	9598.0	60.0	linear booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
854.0	9599.0	41.0	DART	uniform	tree	0.09	6.0	shuffle	15.0	coord_descent	true
851.0	10875.0	31.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
852.0	12778.0	100.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
856.0	10850.0	80.0	DART	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
857.0	12210.0	51.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
858.0	11025.0	60.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
849.0	18864.0	60.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
859.0	12086.0	31.0	DART	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
855.0	16431.0	21.0	tree booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
861.0	12652.0	70.0	linear booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
862.0	12656.0	51.0	DART	uniform	tree	0.09	6.0	shuffle	15.0	coord_descent	true
863.0	14003.0	41.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
860.0	15663.0	80.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
865.0	12984.0	90.0	DART	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
867.0	13247.0	70.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
866.0	14366.0	60.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
869.0	13456.0	41.0	DART	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
868.0	13462.0	70.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
870.0	14594.0	31.0	tree booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
871.0	13387.0	80.0	linear booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
872.0	13418.0	60.0	DART	uniform	tree	0.09	6.0	shuffle	15.0	coord_descent	true
864.0	26082.0	1.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
873.0	14471.0	51.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
875.0	13257.0	100.0	DART	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
876.0	12962.0	80.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
877.0	13638.0	70.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
879.0	12287.0	80.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
878.0	12297.0	51.0	DART	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
874.0	21053.0	90.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
880.0	11795.0	41.0	tree booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
881.0	12364.0	90.0	linear booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
882.0	15080.0	70.0	DART	uniform	tree	0.09	6.0	shuffle	15.0	coord_descent	true
884.0	12840.0	60.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
886.0	14819.0	90.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
888.0	16976.0	90.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
889.0	16974.0	60.0	DART	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
887.0	17000.0	80.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
883.0	24733.0	11.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
890.0	17577.0	100.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
891.0	18193.0	51.0	tree booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
892.0	16715.0	100.0	linear booster	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
885.0	25135.0	1.0	tree booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
894.0	15637.0	70.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
893.0	18763.0	80.0	DART	uniform	tree	0.09	6.0	shuffle	15.0	coord_descent	true
896.0	12766.0	100.0	tree booster	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
897.0	12798.0	70.0	DART	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
895.0	17174.0	100.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
898.0	15264.0	90.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
900.0	12917.0	1.0	linear booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
899.0	12927.0	21.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
901.0	12808.0	60.0	tree booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
904.0	12241.0	80.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
902.0	18081.0	1.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
905.0	13289.0	90.0	DART	uniform	tree	0.09	6.0	shuffle	15.0	coord_descent	true
903.0	17623.0	11.0	tree booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
907.0	12232.0	80.0	DART	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
908.0	14507.0	1.0	tree booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
914.0	12001.0	70.0	tree booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
913.0	12582.0	31.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
917.0	12283.0	90.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
911.0	17295.0	100.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
921.0	13582.0	100.0	DART	uniform	tree	0.09	6.0	shuffle	15.0	coord_descent	true
912.0	19978.0	11.0	linear booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
920.0	13699.0	11.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
923.0	15059.0	21.0	tree booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
925.0	12355.0	90.0	DART	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
929.0	11487.0	1.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
928.0	11491.0	11.0	tree booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
931.0	13910.0	41.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
930.0	14811.0	80.0	tree booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
932.0	12099.0	100.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	shotgun	true
934.0	10341.0	1.0	tree booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
936.0	10237.0	21.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
938.0	8611.0	100.0	DART	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
937.0	8724.0	31.0	tree booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
933.0	13738.0	1.0	linear booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
940.0	7167.0	21.0	tree booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
935.0	11190.0	21.0	linear booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
941.0	4991.0	51.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
943.0	4568.0	1.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
942.0	4693.0	90.0	tree booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
939.0	8815.0	11.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
